age,workclass,fnlwgt,education,educational_num,marital_status,occupation,relationship,race,gender,capital_gain,capital_loss,hours_per_week,native_country,salary
40,Private,611766,Assoc-acdm,12,Married-spouse-absent,Armed-Forces,Unmarried,White,Male,0,0,59,United-States,89880.48
77,Self-emp-not-inc,965939,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Female,0,0,52,United-States,85270.89
18,Private,449499,HS-grad,9,Married-spouse-absent,Exec-managerial,Wife,Amer-Indian-Eskimo,Male,0,0,40,United-States,36908.53
42,Private,337287,Bachelors,13,Divorced,Other-service,Not-in-family,White,Male,159,0,17,United-States,18901.87
26,Private,702304,12th,8,Separated,Farming-fishing,Husband,White,Male,0,0,33,United-States,18029.91
42,Private,492006,Doctorate,16,Married-civ-spouse,Other-service,Own-child,White,Male,0,73,34,France,71093.88
62,Private,869175,10th,6,Married-civ-spouse,Other-service,Own-child,White,Male,0,0,39,United-States,22677.9
39,Private,1139683,Prof-school,15,Divorced,Farming-fishing,Husband,White,Male,0,0,28,United-States,51954.46
43,Private,303192,Assoc-voc,11,Separated,Tech-support,Husband,White,Female,0,0,31,United-States,47464.4
38,Self-emp-not-inc,683606,Masters,14,Separated,Craft-repair,Other-relative,White,Female,0,0,22,United-States,38060.91
80,Private,1442891,Prof-school,15,Never-married,Prof-specialty,Other-relative,White,Female,0,0,30,United-States,99663.12
53,Federal-gov,332866,Some-college,10,Married-spouse-absent,Protective-serv,Not-in-family,White,Female,0,0,30,United-States,44658.6
87,Private,1311332,Prof-school,15,Married-AF-spouse,Craft-repair,Wife,Black,Female,0,0,37,United-States,78357.3
78,Private,178925,Bachelors,13,Divorced,Priv-house-serv,Wife,Other,Male,95,0,40,United-States,36664.28
52,Self-emp-inc,678385,7th-8th,4,Married-AF-spouse,Sales,Unmarried,White,Female,0,0,60,United-States,51222.67
40,Private,710894,Prof-school,15,Never-married,Protective-serv,Other-relative,White,Male,0,0,31,United-States,81800.34
60,Private,316524,Doctorate,16,Never-married,Farming-fishing,Not-in-family,White,Female,0,0,17,United-States,29414.41
32,Private,1296862,1st-4th,2,Never-married,Exec-managerial,Husband,White,Male,6,0,41,United-States,28491.61
81,Private,82207,5th-6th,3,Married-AF-spouse,Transport-moving,Wife,White,Female,15,0,21,Poland,15000.0
61,Self-emp-not-inc,1118869,12th,8,Married-AF-spouse,Protective-serv,Wife,White,Female,0,0,46,United-States,39581.25
25,Private,894975,Preschool,1,Divorced,Craft-repair,Husband,White,Female,0,0,54,United-States,17964.11
53,Private,1086584,Doctorate,16,Married-civ-spouse,Transport-moving,Husband,White,Male,99,0,48,Honduras,136401.09
61,Private,1444248,Preschool,1,Separated,Machine-op-inspct,Husband,White,Female,0,0,26,Scotland,15000.0
77,Private,425235,Assoc-acdm,12,Married-AF-spouse,Transport-moving,Not-in-family,White,Male,0,0,54,Dominican-Republic,60249.24
72,Private,797979,Some-college,10,Widowed,Sales,Wife,White,Male,0,0,25,United-States,28555.06
68,Private,105245,Some-college,10,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,0,0,36,United-States,23587.65
56,Private,1232607,Doctorate,16,Married-civ-spouse,Armed-Forces,Unmarried,White,Female,0,0,52,United-States,122512.96
38,Self-emp-not-inc,115635,Assoc-voc,11,Divorced,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,54145.66
82,Private,375171,10th,6,Separated,Craft-repair,Husband,White,Male,106,0,36,Columbia,30664.92
19,Private,364398,Assoc-acdm,12,Married-civ-spouse,Other-service,Wife,Amer-Indian-Eskimo,Female,303,0,25,United-States,15000.0
80,State-gov,1456204,1st-4th,2,Divorced,Tech-support,Wife,White,Female,0,0,44,United-States,28756.44
21,Private,850248,10th,6,Widowed,Machine-op-inspct,Unmarried,White,Male,0,0,27,United-States,15335.62
37,Private,1254227,Masters,14,Married-civ-spouse,Transport-moving,Other-relative,White,Female,0,0,49,United-States,78794.36
46,Private,608137,9th,5,Married-AF-spouse,Transport-moving,Unmarried,Other,Male,0,0,36,United-States,33447.3
85,Self-emp-not-inc,879151,11th,7,Widowed,Craft-repair,Unmarried,White,Male,0,0,38,United-States,32945.44
18,Private,372809,Preschool,1,Divorced,Other-service,Husband,White,Male,0,0,51,United-States,15000.0
53,Private,490293,HS-grad,9,Separated,Sales,Unmarried,White,Female,0,0,49,United-States,53176.73
59,Private,808104,12th,8,Married-AF-spouse,Sales,Unmarried,White,Male,0,0,30,United-States,25445.08
23,Private,449216,Prof-school,15,Married-AF-spouse,Other-service,Own-child,White,Female,0,0,42,United-States,31041.0
42,Private,511669,10th,6,Separated,Transport-moving,Other-relative,White,Male,0,0,36,United-States,34837.45
89,Private,591566,HS-grad,9,Married-spouse-absent,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,0,0,43,El-Salvador,29532.32
52,Private,1431072,7th-8th,4,Separated,Craft-repair,Wife,White,Male,0,0,41,Holand-Netherlands,36468.6
81,Private,644966,5th-6th,3,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,31,United-States,15000.0
50,Private,171864,Bachelors,13,Married-spouse-absent,Priv-house-serv,Own-child,White,Male,0,0,20,United-States,19493.45
18,Private,162598,12th,8,Married-AF-spouse,Priv-house-serv,Unmarried,Amer-Indian-Eskimo,Female,0,0,47,United-States,15000.0
29,Self-emp-not-inc,926357,Doctorate,16,Divorced,Craft-repair,Husband,White,Male,0,0,44,United-States,108664.06
23,Private,405793,HS-grad,9,Separated,Protective-serv,Unmarried,White,Female,0,0,44,United-States,25146.61
75,Without-pay,1402862,11th,7,Never-married,Farming-fishing,Husband,White,Female,0,0,44,United-States,23900.47
87,Private,868072,Doctorate,16,Separated,Adm-clerical,Unmarried,White,Male,0,0,48,United-States,116180.81
69,Private,261987,11th,7,Widowed,Craft-repair,Other-relative,White,Female,0,0,45,Portugal,32329.56
21,Federal-gov,395963,11th,7,Married-spouse-absent,Other-service,Other-relative,White,Female,0,41,47,United-States,18849.43
89,Self-emp-inc,984532,Doctorate,16,Married-civ-spouse,Sales,Own-child,White,Female,0,0,41,United-States,93355.93
36,Private,339092,Prof-school,15,Divorced,Machine-op-inspct,Wife,White,Male,0,0,45,United-States,113117.09
86,Private,574208,Masters,14,Divorced,Handlers-cleaners,Unmarried,White,Female,28,0,40,United-States,38912.16
41,Private,735800,5th-6th,3,Never-married,Exec-managerial,Unmarried,White,Male,0,0,55,United-States,66260.26
79,Never-worked,377181,5th-6th,3,Married-spouse-absent,Prof-specialty,Husband,White,Male,0,0,36,United-States,31620.0
78,Self-emp-inc,447348,12th,8,Married-AF-spouse,Tech-support,Husband,White,Female,0,81,45,United-States,49108.03
87,Private,325676,HS-grad,9,Divorced,Farming-fishing,Other-relative,White,Female,0,0,6,United-States,15000.0
61,Private,646213,Preschool,1,Divorced,Craft-repair,Not-in-family,White,Male,0,0,16,United-States,15000.0
81,Private,247131,7th-8th,4,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,0,0,26,United-States,17142.73
43,Private,52125,11th,7,Never-married,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Female,0,0,57,United-States,42324.33
70,Private,1379967,5th-6th,3,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Female,0,0,25,United-States,16023.59
62,Private,889159,11th,7,Separated,Other-service,Other-relative,Black,Male,0,0,38,United-States,24594.38
20,Private,417107,9th,5,Never-married,Craft-repair,Husband,White,Male,0,0,32,United-States,15000.0
85,Self-emp-not-inc,956081,7th-8th,4,Divorced,Sales,Unmarried,White,Female,0,0,27,Columbia,18237.63
36,Private,542860,11th,7,Widowed,Tech-support,Other-relative,Amer-Indian-Eskimo,Male,0,0,52,United-States,68095.57
57,Self-emp-not-inc,1301439,Doctorate,16,Never-married,Machine-op-inspct,Wife,White,Male,0,0,56,Haiti,142811.23
20,Private,157801,5th-6th,3,Never-married,Transport-moving,Other-relative,White,Female,0,0,37,United-States,15000.0
71,Private,540276,Prof-school,15,Never-married,Transport-moving,Unmarried,White,Female,0,0,42,United-States,85734.9
20,Self-emp-not-inc,610983,10th,6,Separated,Protective-serv,Other-relative,White,Female,0,0,48,United-States,24243.86
81,Self-emp-inc,245417,9th,5,Divorced,Craft-repair,Husband,Asian-Pac-Islander,Female,0,0,27,United-States,16613.47
42,Private,291335,Masters,14,Widowed,Transport-moving,Other-relative,White,Female,0,16,16,United-States,25313.18
87,Local-gov,560621,Assoc-voc,11,Married-civ-spouse,Tech-support,Other-relative,White,Female,0,0,11,United-States,15000.0
46,Private,235650,Prof-school,15,Never-married,Farming-fishing,Unmarried,White,Male,0,0,36,United-States,96658.21
61,Private,1391727,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,41,United-States,47361.63
90,Self-emp-inc,1036556,Bachelors,13,Separated,Transport-moving,Unmarried,White,Female,0,0,17,United-States,20285.15
73,Private,976930,Prof-school,15,Separated,Craft-repair,Own-child,White,Female,0,0,56,United-States,119942.28
81,Private,1061045,11th,7,Widowed,Priv-house-serv,Unmarried,Amer-Indian-Eskimo,Female,0,0,60,El-Salvador,19958.85
60,Private,606388,Assoc-acdm,12,Married-spouse-absent,Craft-repair,Other-relative,White,Male,0,0,29,United-States,36487.74
73,Private,1011734,Doctorate,16,Separated,Craft-repair,Own-child,White,Female,0,0,52,United-States,134148.01
89,Private,138013,HS-grad,9,Married-spouse-absent,Sales,Not-in-family,White,Female,0,0,32,United-States,28511.09
64,Private,806613,1st-4th,2,Married-AF-spouse,Armed-Forces,Wife,White,Female,0,0,24,United-States,15000.0
77,Private,694360,7th-8th,4,Widowed,Tech-support,Other-relative,White,Male,0,0,40,United-States,33176.01
86,Local-gov,1245498,Assoc-acdm,12,Married-AF-spouse,Farming-fishing,Husband,Black,Female,0,0,45,United-States,33514.87
77,Private,744701,Assoc-voc,11,Divorced,Farming-fishing,Husband,White,Female,2,0,58,United-States,49483.49
27,Private,289402,Preschool,1,Separated,Armed-Forces,Unmarried,Black,Male,0,0,39,Taiwan,15000.0
18,Private,1426561,Masters,14,Divorced,Sales,Unmarried,Black,Female,0,0,30,United-States,37142.24
79,Private,1354927,Preschool,1,Widowed,Farming-fishing,Not-in-family,White,Female,0,0,24,United-States,15000.0
48,Private,134717,10th,6,Separated,Protective-serv,Unmarried,White,Female,0,0,9,United-States,15000.0
42,Self-emp-not-inc,49299,7th-8th,4,Married-AF-spouse,Other-service,Own-child,White,Female,0,18,48,United-States,18969.56
83,Private,1122310,Masters,14,Married-AF-spouse,Adm-clerical,Husband,White,Female,69,0,35,United-States,39819.53
21,Federal-gov,388945,5th-6th,3,Divorced,Protective-serv,Not-in-family,Other,Male,0,0,42,United-States,20258.67
20,Private,215069,10th,6,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Female,0,0,37,Trinadad&Tobago,15000.0
38,Local-gov,119419,Doctorate,16,Widowed,Sales,Wife,White,Female,0,0,31,United-States,77591.29
32,Self-emp-not-inc,513951,Masters,14,Married-civ-spouse,Farming-fishing,Husband,White,Female,0,0,28,United-States,23919.77
64,Private,841893,Preschool,1,Married-spouse-absent,Armed-Forces,Wife,White,Female,0,0,35,United-States,15000.0
54,Private,771090,Prof-school,15,Divorced,Prof-specialty,Unmarried,White,Male,0,0,44,United-States,212913.64
26,Private,146898,7th-8th,4,Married-spouse-absent,Exec-managerial,Unmarried,Black,Male,0,0,51,United-States,58682.11
84,Local-gov,1003176,Bachelors,13,Never-married,Sales,Other-relative,White,Male,0,0,47,United-States,84669.72
50,Private,796220,Some-college,10,Married-spouse-absent,Prof-specialty,Husband,Other,Female,0,0,46,United-States,91803.88
88,Private,622583,Bachelors,13,Never-married,Tech-support,Own-child,White,Female,0,0,47,United-States,74264.45
34,Private,233626,Preschool,1,Divorced,Prof-specialty,Other-relative,White,Male,0,0,46,United-States,28897.54
21,Private,779449,Some-college,10,Married-civ-spouse,Adm-clerical,Own-child,White,Male,0,0,44,United-States,28646.51
86,Local-gov,92922,Some-college,10,Widowed,Adm-clerical,Other-relative,White,Female,143,0,58,Jamaica,52664.72
31,Private,470894,Assoc-voc,11,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,27,United-States,27389.65
77,Private,1296650,HS-grad,9,Divorced,Transport-moving,Wife,White,Male,0,0,17,United-States,15798.41
62,Private,718902,Doctorate,16,Married-spouse-absent,Priv-house-serv,Unmarried,White,Female,0,0,68,United-States,82784.25
43,Private,1342600,5th-6th,3,Separated,Sales,Wife,White,Male,49,0,36,China,28606.59
46,Private,323402,Preschool,1,Married-AF-spouse,Protective-serv,Husband,White,Female,0,0,39,South,18963.01
69,Private,1187185,Assoc-voc,11,Married-spouse-absent,Craft-repair,Other-relative,White,Female,0,0,41,United-States,46282.86
46,Private,1068456,1st-4th,2,Married-AF-spouse,Transport-moving,Husband,White,Male,0,0,25,Philippines,15000.0
74,Private,421687,Masters,14,Married-AF-spouse,Tech-support,Husband,White,Male,0,40,42,United-States,103001.25
57,Private,553819,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,8,27,United-States,42198.1
58,Federal-gov,79128,Bachelors,13,Never-married,Craft-repair,Own-child,White,Female,0,0,40,United-States,53783.26
73,Private,449449,9th,5,Separated,Adm-clerical,Unmarried,Black,Female,0,0,53,Honduras,25563.99
34,Local-gov,620603,7th-8th,4,Married-AF-spouse,Handlers-cleaners,Wife,White,Female,0,0,46,United-States,15000.0
78,Private,969092,Doctorate,16,Never-married,Other-service,Husband,White,Male,0,0,32,United-States,55952.15
79,Private,1119839,HS-grad,9,Widowed,Protective-serv,Not-in-family,White,Male,0,0,36,United-States,38219.29
33,Self-emp-inc,371627,Masters,14,Separated,Tech-support,Other-relative,White,Male,0,0,38,United-States,81778.76
54,Private,261594,Assoc-voc,11,Married-AF-spouse,Other-service,Not-in-family,White,Female,0,89,36,United-States,28000.37
47,Private,937832,HS-grad,9,Widowed,Adm-clerical,Husband,White,Female,0,0,25,United-States,20816.19
23,Self-emp-not-inc,582617,1st-4th,2,Separated,Other-service,Husband,White,Female,0,0,37,United-States,15000.0
56,Self-emp-not-inc,541709,9th,5,Divorced,Farming-fishing,Other-relative,White,Male,0,0,21,United-States,15000.0
66,Private,925388,7th-8th,4,Divorced,Tech-support,Not-in-family,White,Male,0,0,54,United-States,44093.32
30,Private,50526,Bachelors,13,Married-spouse-absent,Adm-clerical,Own-child,White,Male,0,0,46,United-States,47587.68
83,Private,1291426,12th,8,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male,0,0,46,Ireland,26410.32
56,Private,1472594,12th,8,Never-married,Sales,Unmarried,White,Female,0,0,56,United-States,38323.99
51,Private,875673,10th,6,Never-married,Craft-repair,Unmarried,White,Female,0,0,25,United-States,24085.46
41,Self-emp-not-inc,758045,1st-4th,2,Never-married,Other-service,Husband,White,Female,0,0,42,United-States,15000.0
68,Private,317672,7th-8th,4,Separated,Prof-specialty,Own-child,White,Male,0,0,38,United-States,37780.34
22,Self-emp-not-inc,207940,Bachelors,13,Separated,Priv-house-serv,Unmarried,Black,Male,0,0,43,United-States,28663.74
45,Private,157258,10th,6,Divorced,Other-service,Wife,White,Male,0,0,11,United-States,15000.0
34,Private,1437225,Doctorate,16,Widowed,Craft-repair,Not-in-family,White,Female,0,0,44,United-States,92401.44
39,Private,113250,12th,8,Never-married,Other-service,Not-in-family,Black,Male,0,0,58,United-States,37105.99
82,Private,788816,10th,6,Divorced,Exec-managerial,Unmarried,White,Female,0,0,42,United-States,47363.14
54,Private,356197,Preschool,1,Widowed,Tech-support,Husband,White,Male,0,0,28,United-States,20310.41
22,Private,584317,Doctorate,16,Married-AF-spouse,Farming-fishing,Other-relative,Other,Male,244,0,50,United-States,60282.84
40,Private,347060,Prof-school,15,Married-civ-spouse,Adm-clerical,Other-relative,Amer-Indian-Eskimo,Female,0,0,54,United-States,100779.32
52,State-gov,1068783,Preschool,1,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,0,0,49,United-States,38946.39
25,Private,292460,5th-6th,3,Widowed,Tech-support,Unmarried,White,Male,0,0,22,United-States,15000.0
55,Local-gov,1283113,Bachelors,13,Widowed,Transport-moving,Other-relative,White,Female,41,0,52,United-States,71156.32
88,Private,1334302,Preschool,1,Married-spouse-absent,Priv-house-serv,Not-in-family,Amer-Indian-Eskimo,Male,0,0,41,United-States,15000.0
60,Federal-gov,1306087,Assoc-voc,11,Separated,Protective-serv,Wife,White,Male,0,0,58,United-States,82458.5
58,Private,461284,Assoc-acdm,12,Married-spouse-absent,Sales,Other-relative,White,Female,0,0,43,United-States,53149.97
59,State-gov,340189,Doctorate,16,Never-married,Machine-op-inspct,Husband,White,Male,0,0,55,United-States,142196.79
57,Private,512600,Masters,14,Separated,Prof-specialty,Unmarried,White,Male,0,0,41,United-States,125173.32
55,Private,118702,9th,5,Married-spouse-absent,Craft-repair,Own-child,White,Male,0,0,48,United-States,30483.14
40,Private,1166323,Bachelors,13,Married-AF-spouse,Tech-support,Unmarried,White,Female,0,0,60,United-States,100312.0
46,Self-emp-not-inc,1400761,Assoc-acdm,12,Separated,Farming-fishing,Not-in-family,White,Male,0,0,41,United-States,54362.04
33,Private,68823,12th,8,Widowed,Farming-fishing,Unmarried,White,Female,0,0,45,United-States,18504.69
38,Federal-gov,1128830,Some-college,10,Widowed,Other-service,Not-in-family,White,Female,0,0,29,United-States,22673.13
60,Private,101628,9th,5,Never-married,Transport-moving,Unmarried,White,Female,0,0,37,United-States,24054.67
76,Self-emp-inc,388102,HS-grad,9,Separated,Priv-house-serv,Husband,White,Male,0,0,51,United-States,25133.46
60,Private,231009,Some-college,10,Married-AF-spouse,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Male,0,0,29,United-States,35933.49
87,Private,1270706,Preschool,1,Divorced,Protective-serv,Husband,White,Female,0,0,57,Peru,17831.17
18,Private,742531,Some-college,10,Married-AF-spouse,Craft-repair,Wife,White,Female,0,0,38,United-States,29338.34
38,Private,84493,Preschool,1,Married-AF-spouse,Craft-repair,Husband,White,Male,0,0,58,United-States,29991.05
84,Private,854527,Prof-school,15,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Female,0,0,51,United-States,113213.1
39,Local-gov,567656,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Other-relative,Other,Female,0,0,41,United-States,16446.42
75,Never-worked,540841,Assoc-voc,11,Married-spouse-absent,Other-service,Wife,White,Female,188,0,22,United-States,15103.8
89,Private,88053,12th,8,Widowed,Adm-clerical,Own-child,White,Male,0,0,33,United-States,22682.63
64,Private,1055611,Preschool,1,Widowed,Transport-moving,Other-relative,White,Female,0,0,43,United-States,15355.12
78,Private,1180919,Masters,14,Separated,Handlers-cleaners,Wife,White,Female,0,0,35,United-States,35453.0
77,State-gov,142774,9th,5,Divorced,Exec-managerial,Wife,White,Female,0,0,28,United-States,32738.86
34,Private,1328737,12th,8,Separated,Exec-managerial,Not-in-family,White,Male,0,17,36,United-States,47708.81
47,State-gov,1305897,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,0,0,39,United-States,50361.91
54,Private,884913,Bachelors,13,Widowed,Tech-support,Husband,Black,Male,0,0,39,United-States,89638.49
26,Private,648990,Preschool,1,Divorced,Transport-moving,Wife,White,Male,0,0,36,United-States,15000.0
73,Private,1159634,Assoc-acdm,12,Never-married,Adm-clerical,Wife,White,Male,71,0,35,United-States,36615.81
49,Private,355689,HS-grad,9,Separated,Adm-clerical,Own-child,White,Male,17,0,39,United-States,43587.21
62,Self-emp-not-inc,911893,9th,5,Separated,Tech-support,Unmarried,White,Male,46,0,19,United-States,20067.46
26,Never-worked,761957,10th,6,Married-spouse-absent,Priv-house-serv,Unmarried,White,Male,0,0,27,United-States,15000.0
90,Private,924043,5th-6th,3,Married-AF-spouse,Machine-op-inspct,Other-relative,White,Male,0,0,40,United-States,25029.92
77,Private,1214251,Assoc-voc,11,Widowed,Sales,Husband,White,Female,0,0,22,United-States,28097.29
29,Private,524744,Assoc-voc,11,Divorced,Farming-fishing,Own-child,White,Female,0,0,31,Dominican-Republic,21367.65
64,State-gov,833865,1st-4th,2,Separated,Armed-Forces,Own-child,White,Female,0,0,55,United-States,22431.94
27,Local-gov,405491,10th,6,Never-married,Armed-Forces,Unmarried,White,Male,0,0,52,United-States,40591.27
85,Self-emp-not-inc,918932,1st-4th,2,Divorced,Transport-moving,Other-relative,White,Female,0,0,36,Vietnam,15000.0
62,Private,1431811,7th-8th,4,Divorced,Priv-house-serv,Wife,White,Female,94,0,30,United-States,15000.0
89,Self-emp-not-inc,428777,Preschool,1,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Female,0,0,33,United-States,15000.0
57,Private,1141670,11th,7,Married-civ-spouse,Machine-op-inspct,Own-child,Black,Male,88,0,52,United-States,43784.42
22,Private,499200,Assoc-acdm,12,Widowed,Sales,Husband,White,Female,0,0,25,United-States,17917.32
33,Private,100654,Some-college,10,Married-spouse-absent,Protective-serv,Not-in-family,Other,Male,0,0,48,United-States,45522.17
87,Private,1365513,Preschool,1,Married-spouse-absent,Farming-fishing,Unmarried,White,Female,0,0,42,United-States,15000.0
42,Private,144135,10th,6,Married-spouse-absent,Priv-house-serv,Own-child,Other,Female,0,0,37,United-States,15000.0
18,Private,986084,Preschool,1,Separated,Exec-managerial,Own-child,White,Female,0,0,54,United-States,23641.36
37,Private,369049,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Male,0,0,33,United-States,38389.4
27,Without-pay,328907,Masters,14,Married-spouse-absent,Sales,Own-child,White,Female,0,0,45,United-States,74736.51
20,Private,1312194,7th-8th,4,Married-spouse-absent,Farming-fishing,Wife,White,Female,0,0,63,United-States,16585.72
45,State-gov,98907,9th,5,Married-civ-spouse,Sales,Other-relative,White,Male,0,0,35,United-States,31108.65
64,Private,57369,Bachelors,13,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,0,65,United-States,127486.21
52,Private,815235,Preschool,1,Married-civ-spouse,Sales,Own-child,White,Female,0,0,35,United-States,20541.21
17,Private,1280371,10th,6,Separated,Priv-house-serv,Other-relative,White,Male,0,0,63,United-States,16104.98
43,Private,1237552,5th-6th,3,Married-spouse-absent,Prof-specialty,Other-relative,White,Female,0,0,10,United-States,15000.0
78,Private,788752,Assoc-voc,11,Separated,Adm-clerical,Unmarried,White,Male,0,0,28,United-States,31343.75
81,Private,149787,Assoc-voc,11,Divorced,Other-service,Not-in-family,White,Female,50,0,30,United-States,20863.23
75,Private,788689,Assoc-voc,11,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male,295,0,23,United-States,19490.37
21,Federal-gov,1110143,11th,7,Divorced,Machine-op-inspct,Own-child,White,Male,3,0,70,United-States,36441.06
43,Private,423725,10th,6,Never-married,Tech-support,Unmarried,White,Female,0,0,37,United-States,29263.03
56,Self-emp-inc,322642,Preschool,1,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,24,United-States,15000.0
68,Private,1082516,Prof-school,15,Married-spouse-absent,Transport-moving,Own-child,White,Female,0,0,25,United-States,52866.66
18,Self-emp-inc,1196879,HS-grad,9,Never-married,Craft-repair,Husband,White,Female,0,39,49,United-States,25317.03
27,Private,644685,5th-6th,3,Separated,Prof-specialty,Unmarried,White,Male,0,0,49,United-States,37349.28
88,State-gov,135300,Doctorate,16,Separated,Craft-repair,Other-relative,White,Female,0,0,24,United-States,66041.73
71,Private,604519,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,88,0,28,United-States,18546.84
17,Private,619039,Prof-school,15,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,62,United-States,75876.6
76,Private,791374,Bachelors,13,Separated,Craft-repair,Wife,White,Male,0,0,56,United-States,81316.56
40,State-gov,854622,Doctorate,16,Separated,Armed-Forces,Not-in-family,White,Female,0,0,28,United-States,72684.19
89,Private,843139,Assoc-voc,11,Married-spouse-absent,Priv-house-serv,Not-in-family,White,Male,0,0,27,United-States,16669.27
43,Private,25060,10th,6,Married-civ-spouse,Handlers-cleaners,Unmarried,Amer-Indian-Eskimo,Male,0,0,45,United-States,24369.46
89,Private,673258,1st-4th,2,Married-civ-spouse,Sales,Own-child,White,Female,0,0,37,Columbia,16527.34
87,Private,53937,Bachelors,13,Married-civ-spouse,Protective-serv,Own-child,White,Female,0,0,32,United-States,42130.71
57,Private,1439808,5th-6th,3,Married-AF-spouse,Handlers-cleaners,Other-relative,White,Female,0,0,42,United-States,15000.0
80,Private,542125,9th,5,Married-spouse-absent,Farming-fishing,Husband,Black,Female,0,0,32,United-States,15185.41
85,Private,685714,7th-8th,4,Married-spouse-absent,Exec-managerial,Own-child,Amer-Indian-Eskimo,Male,0,0,33,United-States,36319.21
19,Never-worked,1003482,1st-4th,2,Married-AF-spouse,Farming-fishing,Wife,White,Female,0,0,23,United-States,15000.0
37,Federal-gov,1357556,Prof-school,15,Widowed,Other-service,Own-child,White,Female,0,0,50,United-States,69785.86
62,State-gov,365008,12th,8,Married-AF-spouse,Protective-serv,Other-relative,White,Female,0,0,48,United-States,33424.92
38,Private,1157455,10th,6,Never-married,Tech-support,Own-child,White,Female,174,0,31,Haiti,30359.53
49,Private,1256337,Doctorate,16,Widowed,Farming-fishing,Other-relative,White,Male,0,0,37,United-States,96988.23
59,Private,1407748,10th,6,Widowed,Priv-house-serv,Other-relative,White,Female,132,0,33,United-States,15000.0
70,Self-emp-inc,1131375,Preschool,1,Married-spouse-absent,Sales,Not-in-family,White,Female,0,0,50,United-States,24560.78
40,Private,1462622,12th,8,Married-civ-spouse,Craft-repair,Wife,White,Male,0,0,52,United-States,37953.93
31,State-gov,445581,Assoc-acdm,12,Divorced,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,35,United-States,54618.16
31,Local-gov,1206714,HS-grad,9,Divorced,Protective-serv,Other-relative,White,Male,242,0,45,United-States,42578.67
20,Private,498038,11th,7,Married-AF-spouse,Armed-Forces,Husband,White,Female,0,0,58,United-States,30212.57
69,Self-emp-not-inc,1009063,10th,6,Widowed,Transport-moving,Wife,White,Male,0,22,37,United-States,32426.69
87,Private,161816,Prof-school,15,Separated,Handlers-cleaners,Own-child,White,Male,0,0,25,United-States,33631.63
22,Self-emp-not-inc,647137,9th,5,Never-married,Priv-house-serv,Other-relative,Other,Female,0,0,45,United-States,15000.0
81,Private,765821,9th,5,Married-spouse-absent,Sales,Unmarried,White,Male,0,0,48,United-States,46288.73
21,Private,172171,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,17407.01
17,Private,1284887,11th,7,Married-civ-spouse,Protective-serv,Unmarried,Other,Female,0,0,42,United-States,23281.37
67,Self-emp-not-inc,253724,Preschool,1,Never-married,Armed-Forces,Unmarried,White,Male,0,0,49,United-States,22505.68
42,Private,1255274,1st-4th,2,Married-spouse-absent,Transport-moving,Not-in-family,White,Male,0,0,54,United-States,28991.54
71,Federal-gov,864357,Prof-school,15,Divorced,Prof-specialty,Wife,White,Male,0,0,27,United-States,96508.55
17,Private,1115425,11th,7,Never-married,Armed-Forces,Wife,White,Male,0,0,65,United-States,34139.69
81,Local-gov,642152,HS-grad,9,Married-civ-spouse,Priv-house-serv,Husband,White,Male,0,0,44,United-States,23431.77
67,Private,420785,HS-grad,9,Divorced,Handlers-cleaners,Own-child,White,Female,0,0,35,United-States,15000.0
18,Private,513861,5th-6th,3,Widowed,Tech-support,Other-relative,White,Male,0,0,31,United-States,18443.8
47,Private,695273,9th,5,Married-civ-spouse,Other-service,Wife,White,Male,0,0,23,United-States,15000.0
47,Federal-gov,642266,HS-grad,9,Never-married,Farming-fishing,Unmarried,White,Female,0,0,32,United-States,31257.07
21,Private,134825,11th,7,Separated,Exec-managerial,Not-in-family,White,Female,0,0,35,United-States,22581.94
